,free,tmed,tmax,tmin,hrmed,hrmax,hrmin,radmed,radmax,vvmed,vvmax,dvmed,prec,dewpt,dpv
2020-02-10 04:00:00,,17.8,18.3,17.4,51.2,53.5,48.3,0.0,0.0,0.3,1.1,  178.8,0.0,7.6,1.0
2020-02-10 05:00:00,,20.6,22.3,17.8,44.5,52.5,39.2,0.2,2.2,0.8,2.5,  200.5,0.0,8.1,1.4
2020-02-10 06:00:00,,21.8,22.9,20.7,39.6,43.6,34.8,19.2,66.7,0.7,3.1,  209.0,0.0,7.5,1.6
2020-02-10 07:00:00,,24.0,24.8,22.3,32.4,36.9,30.4,164.6,327.0,0.8,4.0,  244.3,0.0,6.5,2.0
2020-02-10 08:00:00,,24.5,25.1,24.0,31.4,32.6,29.9,143.2,249.5,1.7,5.6,  245.5,0.0,6.5,2.1
2020-02-10 09:00:00,,25.5,25.8,25.0,29.5,30.6,28.8,232.1,331.2,1.7,5.5,  248.1,0.0,6.5,2.3
2020-02-10 10:00:00,,25.3,25.6,25.0,30.5,34.0,29.7,146.0,232.3,1.9,5.8,  237.9,0.0,6.7,2.2
2020-02-10 11:00:00,,24.2,25.5,22.6,38.2,48.7,31.7,248.8,318.3,2.1,5.9,  205.4,0.0,9.0,1.9
2020-02-10 12:00:00,,26.6,27.9,25.4,30.0,33.1,28.0,303.0,565.6,2.0,6.2,  230.9,0.0,7.6,2.4
2020-02-10 13:00:00,,29.2,30.0,27.8,26.2,28.8,24.5,637.0,875.0,2.5,6.3,  253.4,0.0,7.9,3.0
2020-02-10 14:00:00,,28.5,28.9,27.9,27.9,28.9,27.1,411.6,548.2,2.6,7.6,  234.6,0.0,8.1,2.8
2020-02-10 15:00:00,,27.4,28.9,18.1,31.3,57.7,27.2,232.7,442.9,3.1,9.2,  257.4,0.0,8.6,2.6
2020-02-10 16:00:00,,15.1,18.1,14.1,69.8,76.3,57.9,20.4,49.5,1.8,8.1,  286.2,0.3,9.6,0.5
2020-02-10 17:00:00,,14.3,14.8,13.9,65.8,70.6,60.9,8.8,25.8,0.6,4.8,  261.8,0.2,8.0,0.6
2020-02-10 18:00:00,,15.4,16.5,14.2,63.6,71.2,56.6,0.0,0.0,1.2,4.9,  220.8,0.0,8.5,0.6
2020-02-10 19:00:00,,16.6,16.8,16.1,55.8,60.3,53.7,0.0,0.0,1.4,4.2,  266.6,0.0,7.7,0.8
2020-02-10 20:00:00,,16.6,17.0,16.3,52.7,55.7,47.5,0.0,0.0,0.9,3.3,  271.0,0.0,6.9,0.9
2020-02-10 21:00:00,,17.1,17.6,16.3,42.6,49.4,39.5,0.0,0.0,0.9,4.8,  277.4,0.0,4.3,1.1
2020-02-10 22:00:00,,16.4,17.1,15.4,42.9,46.9,40.5,0.0,0.0,0.7,2.3,  217.4,0.0,3.7,1.1
2020-02-10 23:00:00,,16.7,17.3,15.9,39.4,42.5,36.9,0.0,0.0,0.9,3.9,  205.7,0.0,2.8,1.2
2020-02-11 00:00:00,,12.5,13.1,12.0,83.5,85.2,80.7,0.0,0.0,0.0,0.2,  206.0,0.0,9.8,0.2
2020-02-11 01:00:00,,11.9,12.1,11.7,85.9,86.5,85.1,0.0,0.0,0.1,0.9,  201.5,0.0,9.7,0.2
2020-02-11 02:00:00,,11.5,12.1,11.1,86.1,87.2,85.3,0.0,0.0,0.0,0.5,  193.0,0.0,9.3,0.2
2020-02-11 03:00:00,,11.3,11.6,10.9,87.5,88.0,86.6,0.0,0.0,0.1,0.6,  191.5,0.0,9.3,0.2
2020-02-11 04:00:00,,11.1,11.6,10.2,87.9,88.5,87.1,0.0,0.0,0.2,0.8,  192.8,0.0,9.1,0.2
2020-02-11 05:00:00,,10.0,10.5,9.6,88.2,89.0,87.5,0.0,0.0,0.0,0.6,  204.0,0.0,8.1,0.1
2020-02-11 06:00:00,,10.0,10.5,9.3,88.7,89.3,88.2,5.9,21.5,0.1,0.8,  194.7,0.0,8.2,0.1
2020-02-11 07:00:00,,11.0,12.6,9.8,88.8,89.9,86.3,112.2,215.3,0.1,0.6,  193.4,0.0,9.2,0.1
2020-02-11 08:00:00,,14.7,16.6,12.5,70.3,87.2,58.8,308.4,391.7,0.4,1.4,  279.3,0.0,9.3,0.5
2020-02-11 09:00:00,,18.4,20.2,16.4,54.3,60.7,48.8,462.8,524.9,0.4,1.5,  318.5,0.0,9.0,1.0
2020-02-11 10:00:00,,21.6,23.3,19.7,45.4,49.9,41.1,569.5,602.2,0.5,1.6,  267.6,0.0,9.3,1.4
2020-02-11 11:00:00,,24.6,26.3,23.1,34.4,41.2,29.8,616.4,623.6,0.5,1.5,  324.8,0.0,7.9,2.0
2020-02-11 12:00:00,,26.7,28.2,25.8,30.1,31.6,28.1,599.3,621.4,0.7,2.3,   64.2,0.0,7.8,2.5
2020-02-11 13:00:00,,28.2,28.8,27.1,29.0,30.8,27.6,524.9,571.8,0.8,2.6,  216.2,0.0,8.5,2.7
2020-02-11 14:00:00,,27.9,28.4,27.4,30.2,31.8,28.4,396.5,470.7,0.8,2.2,  185.9,0.0,8.9,2.6
2020-02-11 15:00:00,,27.2,28.0,26.2,33.3,37.6,29.5,226.5,315.9,0.8,2.7,  169.9,0.0,9.6,2.4
2020-02-11 16:00:00,,24.3,26.3,23.1,42.2,46.3,36.9,40.5,135.4,0.8,3.2,  180.8,0.0,10.7,1.8
2020-02-11 17:00:00,,21.9,23.4,19.7,51.1,57.7,45.6,0.2,4.3,0.5,2.1,  132.8,0.0,11.3,1.3
2020-02-11 18:00:00,,18.3,19.7,17.0,66.6,71.5,57.8,0.0,0.0,0.2,0.8,  152.7,0.0,12.0,0.7
2020-02-11 19:00:00,,16.2,17.2,15.4,74.5,76.7,71.1,0.0,0.0,0.4,1.2,  193.9,0.0,11.7,0.5
2020-02-11 20:00:00,,14.9,15.5,14.4,75.7,77.5,74.9,0.0,0.0,0.4,1.1,  191.9,0.0,10.7,0.4
2020-02-11 21:00:00,,14.1,14.5,13.6,76.5,78.6,74.7,0.0,0.0,0.2,1.0,  184.9,0.0,10.0,0.4
2020-02-11 22:00:00,,13.6,14.3,13.3,81.2,83.5,78.6,0.0,0.0,0.2,0.8,  185.3,0.0,10.5,0.3
2020-02-11 23:00:00,,14.6,15.0,14.3,83.0,85.3,81.8,0.0,0.0,0.3,1.1,  190.9,0.0,11.8,0.3
2020-03-07 00:00:00,,23.7,24.1,23.2,69.5,71.3,67.8,0.0,0.0,0.3,1.2,  188.2,0.0,17.8,0.9
2020-03-07 01:00:00,,22.9,23.4,22.6,72.5,73.9,70.8,0.0,0.0,0.2,0.7,  178.2,0.0,17.7,0.8
2020-03-07 02:00:00,,22.2,22.8,21.9,75.5,76.9,73.1,0.0,0.0,0.2,0.9,  193.9,0.0,17.7,0.7
2020-03-07 03:00:00,,21.9,22.1,21.6,78.0,79.3,76.7,0.0,0.0,0.5,0.9,  194.6,0.0,17.9,0.6
2020-03-07 04:00:00,,21.9,22.6,21.5,79.4,80.2,78.0,1.3,8.6,0.3,1.1,  185.5,0.0,18.2,0.5
2020-03-07 05:00:00,,23.1,24.4,22.4,76.9,78.8,72.1,55.4,142.0,0.3,1.2,  195.0,0.0,18.9,0.7
2020-03-07 06:00:00,,25.3,26.6,24.3,69.9,73.4,64.4,236.3,339.8,0.5,1.5,  333.0,0.0,19.4,1.0
2020-03-07 07:00:00,,27.4,28.6,26.2,60.7,66.0,54.5,455.4,561.2,0.7,1.7,  350.8,0.0,19.2,1.4
2020-03-07 08:00:00,,29.2,30.3,28.4,51.2,55.2,43.2,641.6,728.7,0.9,2.5,   36.0,0.0,18.1,2.0
2020-03-07 09:00:00,,30.7,32.2,29.7,45.5,49.1,40.2,792.5,989.0,0.8,2.7,   31.1,0.0,17.6,2.4
2020-03-07 10:00:00,,31.8,33.4,30.5,41.5,44.7,36.8,731.4,1128.0,1.0,2.9,   50.6,0.0,17.1,2.8
2020-03-07 11:00:00,,32.8,33.8,30.9,36.3,42.9,32.8,939.6,1208.0,1.4,4.6,   58.4,0.0,15.9,3.2
2020-03-07 12:00:00,,32.4,33.6,30.9,36.2,40.1,32.6,675.8,1175.0,1.8,5.0,   58.5,0.0,15.5,3.1
2020-03-07 13:00:00,,31.8,33.4,30.6,40.1,43.7,34.0,727.6,1105.0,1.9,5.0,  114.7,0.0,16.6,2.8
2020-03-07 14:00:00,,31.7,32.4,31.0,40.2,42.9,38.3,852.3,954.0,2.0,5.4,  122.2,0.0,16.5,2.8
2020-03-07 15:00:00,,30.4,31.2,29.5,45.6,48.8,42.1,682.2,802.0,2.2,6.0,  129.2,0.0,17.3,2.4
2020-03-07 16:00:00,,29.4,30.3,28.8,49.5,51.9,46.5,489.2,586.7,2.0,5.6,  113.4,0.0,17.7,2.1
2020-03-07 17:00:00,,28.2,29.5,27.2,53.9,56.5,49.2,264.1,391.2,1.6,5.3,  121.4,0.0,18.0,1.8
2020-03-07 18:00:00,,26.8,27.4,26.1,60.1,63.6,56.5,58.3,131.1,1.5,4.7,  117.8,0.0,18.4,1.4
2020-03-07 19:00:00,,26.0,26.3,25.8,62.2,64.0,58.9,6.4,23.7,1.0,4.3,  143.9,0.0,18.2,1.3
2020-03-07 20:00:00,,25.2,26.0,24.8,68.3,70.4,63.1,0.0,0.0,1.0,3.4,   82.9,0.0,18.9,1.0
2020-03-07 21:00:00,,24.6,24.9,24.3,71.1,71.8,70.1,0.0,0.0,0.5,1.8,   83.9,0.0,19.0,0.9
2020-03-07 22:00:00,,24.3,24.5,23.9,71.4,72.5,70.0,0.0,0.0,0.6,2.1,  113.3,0.0,18.8,0.9
2020-03-07 23:00:00,,23.8,24.1,23.4,73.1,74.8,71.7,0.0,0.0,0.4,1.7,   37.0,0.0,18.7,0.8
2020-03-08 00:00:00,,25.5,25.9,25.0,73.7,78.0,70.4,0.0,0.0,0.2,1.4,   42.4,0.0,20.4,0.9
2020-03-08 01:00:00,,24.9,25.3,24.6,75.9,78.1,72.8,0.0,0.0,0.1,0.7,  124.9,0.0,20.4,0.8
2020-03-08 02:00:00,,24.9,25.2,24.4,74.8,77.5,73.0,0.0,0.0,0.1,0.9,   68.8,0.0,20.1,0.8
2020-03-08 03:00:00,,24.8,25.2,24.4,76.0,78.1,73.6,0.0,0.0,0.3,1.2,  212.8,0.0,20.3,0.8
2020-03-08 04:00:00,,24.5,24.9,24.2,77.6,78.9,75.9,0.0,0.0,0.2,1.2,  182.3,0.0,20.3,0.7
2020-03-08 05:00:00,,24.3,24.8,24.0,78.9,79.6,78.0,16.2,36.6,0.2,1.1,  188.5,0.0,20.4,0.6
2020-03-08 06:00:00,,25.7,26.7,24.7,75.8,78.0,73.8,85.8,234.4,0.1,1.2,  317.1,0.0,21.1,0.8
2020-03-08 07:00:00,,27.5,28.3,26.5,69.2,74.7,64.1,259.7,384.9,0.4,1.7,   61.2,0.0,21.3,1.1
2020-03-08 08:00:00,,28.7,29.8,28.0,62.4,66.0,57.5,353.9,518.2,0.6,1.9,   41.4,0.0,20.8,1.5
2020-03-08 09:00:00,,30.8,32.1,29.2,53.5,60.5,46.2,622.3,858.0,0.9,2.8,   59.2,0.0,20.2,2.1
2020-03-08 10:00:00,,32.7,34.0,31.4,44.7,50.6,39.4,754.9,939.0,1.1,3.3,   19.7,0.0,19.1,2.7
2020-03-08 11:00:00,,33.8,34.7,32.8,37.8,43.3,31.9,882.8,1064.0,1.1,2.8,   24.2,0.0,17.4,3.3
2020-03-08 12:00:00,,34.8,35.9,33.9,32.8,36.7,30.2,862.3,1038.0,0.9,3.8,   23.9,0.0,16.1,3.7
2020-03-08 13:00:00,,36.0,36.8,34.7,31.0,37.7,27.4,878.8,990.0,1.2,3.6,   28.9,0.0,16.1,4.1
2020-03-08 14:00:00,,33.7,35.2,31.9,41.2,46.4,35.6,576.3,926.0,2.1,5.9,  116.2,0.0,18.7,3.1
2020-03-08 15:00:00,,32.0,33.2,30.8,47.5,51.4,43.6,321.6,747.8,1.6,4.7,  105.5,0.0,19.5,2.5
2020-03-08 16:00:00,,30.5,31.9,29.6,52.1,54.5,47.9,218.7,612.5,1.7,5.4,  112.5,0.0,19.5,2.1
2020-03-08 17:00:00,,29.4,30.3,28.9,53.5,56.1,50.8,116.4,384.8,1.8,5.2,  116.6,0.0,19.0,1.9
2020-03-08 18:00:00,,28.3,28.9,27.7,59.1,62.3,55.2,47.0,111.8,1.5,4.5,  128.5,0.0,19.6,1.6
2020-03-08 19:00:00,,27.4,27.8,26.9,62.1,64.9,60.2,0.7,6.5,1.1,4.4,  105.5,0.0,19.5,1.4
2020-03-08 20:00:00,,26.9,27.1,26.6,66.1,67.4,64.9,0.0,0.0,0.9,2.5,   62.9,0.0,20.0,1.2
2020-03-08 21:00:00,,26.6,26.8,26.4,68.5,69.4,67.4,0.0,0.0,0.6,2.3,  107.4,0.0,20.3,1.1
2020-03-08 22:00:00,,26.2,26.5,26.0,70.6,71.9,69.3,0.0,0.0,0.6,2.3,   96.9,0.0,20.4,1.0
2020-03-08 23:00:00,,25.9,26.2,25.6,72.9,74.1,71.9,0.0,0.0,0.6,2.3,   72.4,0.0,20.7,0.9
2020-03-09 00:00:00,,20.5,21.0,20.0,73.0,74.7,71.5,0.0,0.0,0.2,1.2,  166.5,0.0,15.5,0.7
2020-03-09 01:00:00,,20.1,20.2,19.8,75.6,76.4,74.4,0.0,0.0,0.3,0.8,  190.3,0.0,15.6,0.6
2020-03-09 02:00:00,,19.6,20.1,19.2,77.2,78.4,76.0,0.0,0.0,0.2,0.9,  196.2,0.0,15.5,0.5
2020-03-09 03:00:00,,19.2,19.5,19.0,78.5,79.4,77.7,0.0,0.0,0.4,0.9,  187.3,0.0,15.4,0.5
2020-03-09 04:00:00,,18.9,19.1,18.7,79.8,80.3,78.7,0.0,0.0,0.4,1.1,  192.2,0.0,15.3,0.4
2020-03-09 05:00:00,,18.8,19.1,18.4,80.0,81.3,79.1,4.3,19.4,0.2,0.9,  199.6,0.0,15.3,0.4
2020-03-09 06:00:00,,20.0,21.9,18.4,76.1,81.8,68.7,112.8,213.0,0.1,0.9,  351.9,0.0,15.6,0.6
2020-03-09 07:00:00,,23.4,24.6,21.9,61.6,69.0,57.3,321.6,430.1,0.3,1.4,  350.9,0.0,15.6,1.1
2020-03-09 08:00:00,,25.1,26.8,23.8,56.5,61.7,50.9,446.7,642.9,0.5,2.3,  345.4,0.0,15.9,1.4
2020-03-09 09:00:00,,27.4,28.5,26.2,48.8,52.9,45.0,675.8,826.0,0.9,2.7,   60.6,0.0,15.7,1.9
2020-03-09 10:00:00,,28.7,30.1,26.6,43.4,50.0,38.3,736.0,997.0,1.0,3.0,   61.5,0.0,15.0,2.2
2020-03-09 11:00:00,,29.9,31.1,28.3,36.7,41.0,33.1,695.4,1079.0,1.5,4.5,   70.4,0.0,13.5,2.7
2020-03-09 12:00:00,,29.9,31.0,28.3,35.3,40.0,32.2,877.0,1090.0,1.6,5.7,  102.9,0.0,12.9,2.7
2020-03-09 13:00:00,,30.3,30.9,29.7,32.5,34.5,31.1,870.2,941.0,1.8,4.9,  131.3,0.0,12.0,2.9
2020-03-09 14:00:00,,30.4,31.1,29.8,31.8,33.6,30.4,722.0,795.2,1.5,4.0,  128.5,0.0,11.8,3.0
2020-03-09 15:00:00,,29.8,30.7,29.3,32.8,34.5,31.3,554.8,649.0,1.6,4.4,  134.1,0.0,11.8,2.8
2020-03-09 16:00:00,,29.1,29.7,28.4,34.4,37.9,32.0,354.2,455.7,1.5,4.3,  136.1,0.0,11.8,2.6
2020-03-09 17:00:00,,27.7,28.5,26.6,40.9,44.8,37.8,146.1,249.3,1.3,4.0,  123.0,0.0,13.2,2.2
2020-03-09 18:00:00,,25.7,26.7,25.0,50.2,54.0,44.7,9.4,49.5,1.0,2.6,  118.9,0.0,14.6,1.7
2020-03-09 19:00:00,,24.4,25.0,23.6,56.7,59.3,53.8,0.0,0.0,0.5,2.4,   83.5,0.0,15.3,1.3
2020-03-09 20:00:00,,23.3,23.9,22.6,61.1,64.6,59.0,0.0,0.0,0.4,1.5,   49.3,0.0,15.4,1.1
2020-03-09 21:00:00,,22.3,23.3,21.5,65.5,68.4,62.8,0.0,0.0,0.4,0.9,  181.9,0.0,15.6,0.9
2020-03-09 22:00:00,,21.4,21.7,21.1,70.2,71.5,68.3,0.0,0.0,0.4,1.1,  193.8,0.0,15.8,0.8
2020-03-09 23:00:00,,20.8,21.2,20.4,73.0,74.1,71.3,0.0,0.0,0.3,0.9,  192.1,0.0,15.8,0.7
2020-03-10 00:00:00,,14.8,16.0,13.3,47.5,53.6,41.8,0.0,0.0,0.5,1.6,  193.6,0.0,3.7,0.9
2020-03-10 01:00:00,,12.8,13.4,12.2,56.7,59.5,53.1,0.0,0.0,0.7,1.5,  198.3,0.0,4.4,0.6
2020-03-10 02:00:00,,12.1,13.0,11.5,59.4,62.7,55.6,0.0,0.0,0.5,1.6,  188.2,0.0,4.5,0.6
2020-03-10 03:00:00,,11.0,11.8,10.2,64.3,68.5,60.9,0.0,0.0,0.5,1.5,  183.8,0.0,4.5,0.5
2020-03-10 04:00:00,,11.5,12.8,10.8,60.3,64.8,52.1,0.0,0.0,0.9,1.9,  192.5,0.0,4.0,0.5
2020-03-10 05:00:00,,12.8,13.1,12.5,50.1,53.2,48.4,0.0,0.0,0.8,1.7,  190.3,0.0,2.7,0.7
2020-03-10 06:00:00,,13.6,15.0,12.8,45.2,48.8,40.2,41.5,144.2,0.8,3.8,  216.9,0.0,1.9,0.9
2020-03-10 07:00:00,,15.9,16.9,14.8,38.4,41.7,34.5,252.4,361.5,1.2,3.8,  253.0,0.0,1.7,1.1
2020-03-10 08:00:00,,18.0,18.9,16.8,32.8,36.6,30.0,459.8,555.1,1.5,4.3,  284.1,0.0,1.4,1.4
2020-03-10 09:00:00,,19.4,20.3,18.6,29.3,31.9,26.8,632.7,703.4,2.0,5.9,  291.3,0.0,1.1,1.6
2020-03-10 10:00:00,,21.2,22.5,20.1,26.0,29.0,23.1,752.5,795.9,1.8,5.4,  312.0,0.0,0.9,1.9
2020-03-10 11:00:00,,22.6,23.6,21.6,24.0,26.2,22.4,811.1,821.0,1.6,4.6,  302.4,0.0,1.0,2.1
2020-03-10 12:00:00,,23.8,24.5,23.2,20.7,24.4,18.0,801.0,817.0,1.6,4.7,  309.2,0.0,0.0,2.3
2020-03-10 13:00:00,,24.3,25.2,23.2,18.3,21.2,15.7,726.6,772.0,1.5,4.7,  284.9,0.0,-1.3,2.5
2020-03-10 14:00:00,,24.8,25.2,24.5,16.4,17.8,15.1,592.4,668.7,1.2,4.4,  337.1,0.0,-2.3,2.6
2020-03-10 15:00:00,,24.6,25.4,23.9,16.6,18.9,15.0,409.6,507.4,1.2,3.4,  358.9,0.0,-2.4,2.6
2020-03-10 16:00:00,,23.4,24.3,22.3,19.7,21.9,17.3,185.2,305.3,0.9,3.3,  330.6,0.0,-1.1,2.3
2020-03-10 17:00:00,,21.0,22.7,18.9,24.1,29.0,20.6,25.1,96.8,0.3,1.4,  309.0,0.0,-0.4,1.9
2020-03-10 18:00:00,,17.9,18.9,17.2,30.8,32.9,29.1,0.0,0.0,0.9,2.1,  187.0,0.0,0.4,1.4
2020-03-10 19:00:00,,16.2,17.2,15.1,35.8,40.4,32.6,0.0,0.0,0.6,1.7,  191.3,0.0,1.1,1.2
2020-03-10 20:00:00,,14.8,15.2,14.3,42.6,45.1,40.4,0.0,0.0,0.3,1.1,  199.9,0.0,2.3,1.0
2020-03-10 21:00:00,,13.9,14.5,13.4,46.8,48.5,45.0,0.0,0.0,0.4,1.2,  182.7,0.0,2.8,0.8
2020-03-10 22:00:00,,13.8,14.2,13.5,47.0,48.0,45.3,0.0,0.0,0.5,1.3,  194.2,0.0,2.7,0.8
2020-03-10 23:00:00,,13.1,14.2,12.2,48.2,51.1,44.6,0.0,0.0,0.2,1.3,  182.4,0.0,2.4,0.8
2020-03-11 00:00:00,,14.4,14.8,14.0,87.2,88.7,85.2,0.0,0.0,0.4,1.2,  174.3,0.0,12.4,0.2
2020-03-11 01:00:00,,14.0,14.3,13.6,89.1,89.4,88.6,0.0,0.0,0.1,0.9,  211.5,0.0,12.2,0.2
2020-03-11 02:00:00,,13.3,13.8,12.8,89.5,89.9,89.2,0.0,0.0,0.2,1.3,  204.6,0.0,11.7,0.2
2020-03-11 03:00:00,,12.4,12.9,12.0,89.8,90.1,89.5,0.0,0.0,0.1,0.5,  264.9,0.0,10.7,0.1
2020-03-11 04:00:00,,11.4,12.3,10.5,89.9,90.2,89.5,0.0,0.0,0.0,0.6,  198.4,0.0,9.8,0.1
2020-03-11 05:00:00,,10.9,11.4,10.4,90.2,90.6,89.8,0.0,0.0,0.1,0.8,  209.2,0.0,9.4,0.1
2020-03-11 06:00:00,,10.4,10.8,9.9,90.1,90.4,89.7,5.6,23.7,0.0,0.3,  155.4,0.0,8.8,0.1
2020-03-11 07:00:00,,11.4,12.9,10.2,90.5,90.8,90.1,95.2,189.4,0.0,0.5,  152.5,0.0,9.9,0.1
2020-03-11 08:00:00,,14.0,15.5,12.8,86.2,90.4,75.1,282.5,370.2,0.3,1.6,    4.5,0.0,11.7,0.2
2020-03-11 09:00:00,,16.1,18.0,14.9,71.0,76.7,63.1,436.3,499.1,0.7,2.4,   57.7,0.0,10.9,0.5
2020-03-11 10:00:00,,18.9,20.6,17.8,61.8,63.9,57.9,540.3,576.5,0.5,1.5,   29.7,0.0,11.4,0.8
2020-03-11 11:00:00,,21.4,22.8,20.2,58.3,62.0,53.8,586.0,604.4,0.9,3.1,   35.6,0.0,12.9,1.1
2020-03-11 12:00:00,,23.2,24.3,22.2,52.0,56.1,47.2,573.5,602.1,1.2,3.5,   34.4,0.0,12.8,1.4
2020-03-11 13:00:00,,23.7,24.4,23.1,48.3,50.2,46.4,466.2,554.7,1.7,4.9,   38.8,0.0,12.1,1.5
2020-03-11 14:00:00,,23.1,24.2,22.4,49.8,52.3,46.7,307.9,457.9,1.7,4.3,   46.2,0.0,12.1,1.4
2020-03-11 15:00:00,,21.8,22.7,21.1,52.6,54.0,51.2,149.8,292.4,1.8,4.3,   62.0,0.0,11.7,1.2
2020-03-11 16:00:00,,20.5,21.3,19.6,57.8,64.8,51.0,36.0,114.0,1.2,3.7,   75.4,0.0,11.9,1.0
2020-03-11 17:00:00,,19.1,19.7,18.7,66.3,68.0,64.7,0.1,2.2,1.2,4.2,   63.3,0.0,12.7,0.7
2020-03-11 18:00:00,,18.6,19.0,18.3,69.4,70.8,67.4,0.0,0.0,0.5,2.0,   88.0,0.0,12.9,0.7
2020-03-11 19:00:00,,19.0,19.2,18.8,69.4,70.0,68.6,0.0,0.0,1.0,3.4,   77.1,0.0,13.3,0.7
2020-03-11 20:00:00,,18.6,18.9,18.3,72.0,74.0,69.7,0.0,0.0,0.6,2.6,   44.8,0.0,13.5,0.6
2020-03-11 21:00:00,,18.0,18.4,17.7,75.2,76.7,73.9,0.0,0.0,0.1,1.2,  345.8,0.0,13.6,0.5
2020-03-11 22:00:00,,17.3,17.9,16.8,78.1,79.8,76.4,0.0,0.0,0.0,0.5,  313.9,0.0,13.4,0.4
2020-03-11 23:00:00,,17.3,17.5,16.9,79.4,80.2,78.4,0.0,0.0,0.1,0.7,  207.9,0.0,13.7,0.4
2020-04-07 00:00:00,,23.9,24.2,23.5,70.9,73.7,69.6,0.0,0.0,0.4,1.4,  173.8,0.0,18.3,0.9
2020-04-07 01:00:00,,23.6,23.9,23.4,72.9,75.7,71.2,0.0,0.0,0.2,1.5,   15.4,0.0,18.5,0.8
2020-04-07 02:00:00,,23.2,23.5,22.8,76.5,77.4,75.6,0.0,0.0,0.0,0.4,  328.2,0.0,18.8,0.7
2020-04-07 03:00:00,,23.0,23.2,22.8,75.4,76.1,74.9,0.0,0.0,0.4,1.6,   94.3,0.0,18.4,0.7
2020-04-07 04:00:00,,22.1,23.1,21.6,79.0,81.8,75.0,1.4,10.8,0.1,0.6,  261.4,0.0,18.2,0.6
2020-04-07 05:00:00,,22.6,24.6,21.6,77.1,80.3,69.9,67.4,146.3,0.1,0.9,  163.2,0.0,18.4,0.6
2020-04-07 06:00:00,,25.2,26.1,24.4,67.4,69.9,64.4,240.6,348.4,0.4,1.4,   10.0,0.0,18.7,1.0
2020-04-07 07:00:00,,26.6,28.0,25.8,62.2,65.2,56.8,426.1,670.9,0.8,2.1,   33.4,0.0,18.8,1.3
2020-04-07 08:00:00,,27.6,29.2,26.8,57.1,60.9,50.3,433.0,907.0,0.8,2.6,  353.8,0.0,18.4,1.6
2020-04-07 09:00:00,,28.4,30.4,27.3,52.6,56.5,43.7,495.8,1028.0,0.8,2.3,  358.0,0.0,17.7,1.8
2020-04-07 10:00:00,,30.4,32.4,29.4,44.1,48.5,37.4,612.1,1225.0,0.9,3.1,   89.6,0.0,16.8,2.4
2020-04-07 11:00:00,,30.9,32.3,29.5,42.5,47.5,38.7,758.1,1245.0,1.4,4.0,  102.4,0.0,16.6,2.6
2020-04-07 12:00:00,,32.0,33.2,30.9,38.7,43.0,35.0,955.2,1103.0,1.3,3.4,  147.8,0.0,16.2,2.9
2020-04-07 13:00:00,,32.6,33.5,31.7,37.5,40.8,33.9,928.5,959.0,1.7,5.3,  137.9,0.0,16.3,3.1
2020-04-07 14:00:00,,31.7,32.3,31.1,39.8,41.5,38.1,832.0,894.0,2.0,6.0,  118.9,0.0,16.4,2.8
2020-04-07 15:00:00,,31.5,32.3,30.9,37.6,39.7,35.2,689.4,767.2,1.7,4.8,  139.7,0.0,15.3,2.9
2020-04-07 16:00:00,,30.7,31.4,29.7,39.2,42.3,37.5,505.0,603.8,1.8,4.2,  141.1,0.0,15.2,2.7
2020-04-07 17:00:00,,29.3,30.0,28.4,42.8,44.6,41.1,306.2,406.2,1.9,4.7,  130.4,0.0,15.3,2.3
2020-04-07 18:00:00,,27.9,28.6,27.1,45.6,49.7,41.8,115.1,206.3,1.5,3.8,  121.3,0.0,15.1,2.1
2020-04-07 19:00:00,,26.2,27.2,25.6,52.9,54.3,49.7,7.7,36.6,1.1,3.1,  126.1,0.0,15.9,1.6
2020-04-07 20:00:00,,25.0,25.7,24.2,56.6,58.7,54.0,0.0,0.0,0.6,2.8,  139.3,0.0,15.8,1.4
2020-04-07 21:00:00,,23.5,24.7,22.7,61.9,64.6,56.2,0.0,0.0,0.2,1.1,  317.2,0.0,15.8,1.1
2020-04-07 22:00:00,,22.8,23.2,22.3,62.3,65.4,58.8,0.0,0.0,0.3,2.1,  166.6,0.0,15.2,1.0
2020-04-07 23:00:00,,22.1,22.6,21.7,62.3,65.9,60.0,0.0,0.0,0.4,1.2,  183.9,0.0,14.5,1.0
2020-04-08 00:00:00,,25.7,25.9,25.4,72.9,73.4,72.0,0.0,0.0,0.6,2.5,   85.3,0.0,20.5,0.9
2020-04-08 01:00:00,,25.6,25.8,25.2,73.1,73.7,72.3,0.0,0.0,0.3,1.0,   27.3,0.0,20.4,0.9
2020-04-08 02:00:00,,26.1,26.2,25.7,71.5,72.6,70.8,0.0,0.0,0.6,2.1,   79.8,0.0,20.5,1.0
2020-04-08 03:00:00,,25.6,26.1,25.3,73.9,74.9,72.0,0.0,0.0,0.3,1.5,    9.6,0.0,20.6,0.9
2020-04-08 04:00:00,,25.8,26.1,25.5,72.9,74.6,70.0,0.0,0.0,0.3,1.5,   98.7,0.0,20.6,0.9
2020-04-08 05:00:00,,26.1,26.2,25.9,68.7,71.6,67.3,9.7,23.7,0.5,1.6,   94.3,0.0,19.9,1.1
2020-04-08 06:00:00,,26.3,26.9,26.0,69.7,71.1,67.3,58.4,126.9,0.6,1.9,   70.4,0.0,20.4,1.0
2020-04-08 07:00:00,,28.0,29.6,26.8,60.7,67.4,54.3,295.9,565.6,0.6,3.0,   92.8,0.0,19.7,1.5
